2019-05-29 20:05:36,406 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:06:08,508 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:06:08,508 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:06:40,604 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:06:40,604 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:06:40,604 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:07:14,252 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:07:14,252 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:07:14,252 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:07:14,252 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:07:46,870 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:07:46,870 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:07:46,870 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:07:46,870 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:07:46,870 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:18,989 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:18,989 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:18,989 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:18,989 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:18,989 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:18,989 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:51,071 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:51,071 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:51,071 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:51,071 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:51,071 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:51,071 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:08:51,071 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:24,189 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:24,189 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:24,189 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:24,189 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:24,189 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:24,189 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:24,189 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:24,189 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:57,283 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:57,283 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:57,283 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:57,283 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:57,283 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:57,283 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:57,283 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:57,283 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:09:57,283 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:10:30,392 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
2019-05-29 20:10:30,392 - ERROR - localhost:27017: [WinError 10061] 由于目标计算机积极拒绝，无法连接。
